"COMID","drywet_mean","drywet_stdev","FAXVIR_mean","FAXVIR_stdev"
15902529,0.0119047619047619,0.108619298914417,0.106896551724138,0.309515789360576
15902531,0.0357142857142857,0.18585364625199,0.106896551724138,0.309515789360576
15902535,0.142857142857143,0.350448996194741,0.113793103448276,0.318108747189979
15902537,0.00892857142857143,0.0942086329617422,0.0413793103448276,0.199510198470255
15902539,0.113095238095238,0.31718152885361,0.0517241379310345,0.22185236160474
15902541,0.0982142857142857,0.298048020629695,0.0758620689655172,0.265234990690071
15902547,0.0922619047619048,0.2898269218585,0.0793103448275862,0.270689636172811
15902551,0.0267857142857143,0.161697419389118,0.0655172413793104,0.2478640408504
15902553,0.229166666666667,0.420923528583783,0.206896551724138,0.405780920388564
15902555,0.0327380952380952,0.178215708240951,0.0689655172413793,0.253833512551086
15902561,0.0952380952380952,0.293981322141903,0.0689655172413793,0.253833512551086
15902563,0.0238095238095238,0.15268271471163,0.0655172413793104,0.2478640408504
15902567,0.0238095238095238,0.15268271471163,0.0275862068965517,0.164067147457484
15902573,0.0238095238095238,0.15268271471163,0.0862068965517241,0.281154488349475
15903137,0.779761904761905,0.415025195970907,0.0137931034482759,0.116832882544353
15903139,0.0148809523809524,0.121257038424367,0.0517241379310345,0.22185236160474
15903141,0.00892857142857143,0.0942086329617422,0.0931034482758621,0.291079644605457
15903143,0.00892857142857143,0.0942086329617422,0.106896551724138,0.309515789360576
15903145,0.00892857142857143,0.0942086329617422,0.0310344827586207,0.173710669593725
15903147,0.0238095238095238,0.15268271471163,0.0689655172413793,0.253833512551086
15903149,0.0208333333333333,0.143039152000336,0.0379310344827586,0.191359718697804
15903151,0.0119047619047619,0.108619298914417,0.0724137931034483,0.259619833488468
15903415,0.529761904761905,0.499857833377848,0.0793103448275862,0.270689636172811
15903417,0.12202380952381,0.327801467990137,0.0482758620689655,0.214719080424608
15903419,0.119047619047619,0.324327525804262,0.0586206896551724,0.235319471250672
15903421,0.285714285714286,0.452427708652447,0.0793103448275862,0.270689636172811
15903423,0.142857142857143,0.350448996194741,0.0620689655172414,0.241697848353228
15903425,0.119047619047619,0.324327525804262,0.0379310344827586,0.191359718697804
15903427,0.431547619047619,0.496030798388102,0.0758620689655172,0.265234990690071
15903429,0.119047619047619,0.324327525804262,0.0551724137931034,0.228711157795233
15903431,0.395833333333333,0.489758291486323,0.0793103448275862,0.270689636172811
15903433,0.172619047619048,0.378481235316695,0.0413793103448276,0.199510198470255
15903437,0.556547619047619,0.497533004194667,0.0862068965517241,0.281154488349475
15903439,0.110119047619048,0.313504958365394,0.0517241379310345,0.22185236160474
15903441,0.404761904761905,0.491577967737892,0.0758620689655172,0.265234990690071
15903443,0.142857142857143,0.350448996194741,0.0482758620689655,0.214719080424608
15903445,0.139880952380952,0.347380797715101,0.0344827586206897,0.18278101948996
15903447,0.110119047619048,0.313504958365394,0.0448275862068966,0.207282978429013
15903449,0.511904761904762,0.500603757722526,0.103448275862069,0.305069914978024
15903453,0.172619047619048,0.378481235316695,0.0517241379310345,0.22185236160474
15903455,0.172619047619048,0.378481235316695,0.0241379310344828,0.153742634029068
15903457,0.43452380952381,0.496433620668385,0.0689655172413793,0.253833512551086
